collection_no,n_occs,early_interval,late_interval,max_ma,min_ma,stg,late_bin,taxon,guild,mid
172126,5,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172127,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172128,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172129,5,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172130,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172131,4,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172132,4,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172133,5,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172134,5,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172135,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172136,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172137,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172138,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172139,13,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172140,7,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172141,9,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172154,21,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
172155,10,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
172156,31,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172157,10,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172158,5,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172159,21,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172160,4,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172161,7,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172162,7,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172163,4,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172164,2,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172165,12,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172166,14,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172179,4,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172218,1,Early Frasnian,Early Frasnian,382.7,379.3,34,34,Ammonoidea,nekton,375
172219,3,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172254,9,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172255,7,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172256,19,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172257,4,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172258,5,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172259,9,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172260,15,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172261,7,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172262,4,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172263,5,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172264,6,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172265,9,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172266,11,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172267,5,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172268,6,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172269,10,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172270,9,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172271,2,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172272,8,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172277,3,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172278,4,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172279,4,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172280,2,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172281,9,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172282,6,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172283,2,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172285,1,Asselian,Asselian,298.9,293.52,43,43,Ammonoidea,nekton,296.205
172286,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172288,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172290,5,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172291,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172292,6,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172293,2,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172364,2,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172365,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172366,3,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172367,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172368,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172369,5,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172370,3,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172393,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Ammonoidea,nekton,292.015
172400,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172401,4,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172402,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172403,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172404,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172405,2,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172406,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172407,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172408,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172409,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172411,2,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172412,2,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172413,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172414,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172415,2,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172416,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172417,4,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172418,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172419,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172420,1,Myachkovian,Myachkovian,308.9,307,40,40,Ammonoidea,nekton,311.085
172421,1,Gzhelian,Gzhelian,303.7,298.9,42,42,Ammonoidea,nekton,301.285
172422,1,Kasimovian,Kasimovian,307,303.7,41,41,Ammonoidea,nekton,305.35
172423,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172424,4,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172425,3,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172426,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172427,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172428,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172429,2,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172430,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
172431,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172432,3,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172433,5,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172434,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172435,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172436,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172437,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172438,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172439,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172440,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172441,1,Early Frasnian,Early Frasnian,382.7,379.3,34,34,Ammonoidea,nekton,375
172442,1,Early Frasnian,Early Frasnian,382.7,379.3,34,34,Ammonoidea,nekton,375
172443,6,Early Frasnian,Early Frasnian,382.7,379.3,34,34,Ammonoidea,nekton,375
172444,1,Early Frasnian,Early Frasnian,382.7,379.3,34,34,Ammonoidea,nekton,375
172445,3,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172446,3,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172447,2,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172448,6,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172449,7,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172450,1,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172451,5,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172452,7,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172453,2,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172454,4,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172455,8,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172456,3,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172457,2,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172458,1,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172459,5,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172460,1,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172461,3,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172462,8,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172463,1,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172464,5,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172465,4,Middle Frasnian,Middle Frasnian,379.3,375.4,34,34,Ammonoidea,nekton,375
172466,9,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172467,7,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172468,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172469,4,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172470,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172471,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172472,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172473,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172474,4,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172475,7,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172476,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172477,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172478,5,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172479,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172480,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172481,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172482,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172483,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172484,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172485,4,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172486,5,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172487,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172488,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172489,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172490,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172491,5,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172492,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172493,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172494,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172495,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172496,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172497,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172498,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172499,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172500,5,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172501,2,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172502,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172503,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
172504,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172505,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172506,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172507,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172508,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172509,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172510,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172511,6,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172512,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172513,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172514,3,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172515,7,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172516,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172517,4,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172518,4,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172519,3,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172520,8,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172521,8,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172522,7,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172523,9,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172524,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172525,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172526,4,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172527,3,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172528,4,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172529,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172530,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172531,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172532,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172533,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172534,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172536,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172537,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172538,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172539,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172540,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172541,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172542,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172543,6,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172544,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172545,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172546,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172547,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172548,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172549,2,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172550,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172551,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172552,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172553,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172554,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172555,2,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172574,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172575,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172576,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172577,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172578,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172579,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172580,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172581,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172582,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172584,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172593,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172594,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172595,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172596,1,Middle Famennian,Late Famennian,368.5,358.9,35,35,Ammonoidea,nekton,365.2
172597,2,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172598,1,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
172599,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172600,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172601,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172602,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172603,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172604,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172605,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172606,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172607,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172608,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172609,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172626,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172627,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172628,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
172629,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172630,4,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172631,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172632,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172633,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172634,2,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172635,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172636,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172637,2,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172645,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172646,3,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172647,2,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172648,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172649,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172650,3,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172651,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172652,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172653,5,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172654,4,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172655,1,Emsian,Emsian,407.6,393.3,31,31,Ammonoidea,nekton,402.405
172656,5,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172657,4,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172658,2,Emsian,Emsian,407.6,393.3,31,31,Ammonoidea,nekton,402.405
172660,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172661,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172662,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172680,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172685,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172686,15,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172687,12,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172688,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172689,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172702,5,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172703,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172704,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172705,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172706,7,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172707,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
