collection_no,n_occs,early_interval,late_interval,max_ma,min_ma,stg,late_bin,taxon,guild,mid
172708,7,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172709,3,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172710,3,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172711,1,Givetian,Givetian,387.7,382.7,33,33,Ammonoidea,nekton,382.1
172712,7,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172713,4,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172714,3,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172715,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172716,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172717,6,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172718,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172719,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172720,3,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172721,2,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172730,2,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172731,4,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172732,2,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172733,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172734,3,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172735,3,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172736,2,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172738,2,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172739,4,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172740,5,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172741,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172742,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172743,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172744,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172745,3,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172748,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172749,3,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172750,2,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172751,2,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172752,2,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
172954,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172955,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172956,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172957,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172958,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172959,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172960,2,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172961,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172962,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172963,3,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172965,4,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172966,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172967,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172968,3,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172969,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172970,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172971,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172972,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172973,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172974,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172975,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
172988,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172989,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172990,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172991,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172992,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172993,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172994,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172995,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172996,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
172997,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172998,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
172999,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
173000,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
173002,4,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
174854,7,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
175212,1,Missourian,Missourian,305.9,303.7,41,41,Ammonoidea,nekton,305.35
175213,2,Missourian,Missourian,305.9,303.7,41,41,Ammonoidea,nekton,305.35
176364,1,Podolskian,Podolskian,311.4,308.9,40,40,Ammonoidea,nekton,311.085
176366,2,Podolskian,Myachkovian,311.4,307,40,40,Ammonoidea,nekton,311.085
176367,1,Podolskian,Myachkovian,311.4,307,40,40,Ammonoidea,nekton,311.085
176368,1,Myachkovian,Myachkovian,308.9,307,40,40,Ammonoidea,nekton,311.085
177499,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
177500,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
177501,1,Tournaisian,Tournaisian,358.9,346.7,36,36,Ammonoidea,nekton,353.015
177502,10,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177503,7,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177504,2,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177505,6,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177506,3,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177507,2,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177508,6,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177509,5,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177510,7,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177511,5,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177512,8,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177513,10,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177528,9,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177536,6,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
177537,3,Brigantian,Brigantian,336.3,330.9,37,37,Ammonoidea,nekton,338.535
178461,2,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
178462,2,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
178463,4,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
179113,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
179114,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
179302,2,Pendleian,Pendleian,330.9,327.4,38,38,Ammonoidea,nekton,326.87
179303,4,Pendleian,Pendleian,330.9,327.4,38,38,Ammonoidea,nekton,326.87
179304,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
179305,2,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
179306,2,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
179307,1,Pendleian,Pendleian,330.9,327.4,38,38,Ammonoidea,nekton,326.87
179308,2,Pendleian,Pendleian,330.9,327.4,38,38,Ammonoidea,nekton,326.87
180996,1,Kasimovian,Kasimovian,307,303.7,41,41,Ammonoidea,nekton,305.35
181033,2,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
181034,7,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
181035,2,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
181036,2,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
181038,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
181039,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
181040,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
181041,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
181042,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
181043,1,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
181044,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
181045,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
181326,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181327,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181328,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181329,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181330,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181331,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181332,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181333,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181334,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181335,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181336,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181337,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181338,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181339,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181340,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181341,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181342,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181343,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181344,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181345,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181346,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181347,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181348,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181349,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181350,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181351,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181352,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181353,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181354,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
181355,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
182837,1,Early Emsian,Early Emsian,407.6,398.3,31,31,Ammonoidea,nekton,402.405
184101,1,Missourian,Missourian,305.9,303.7,41,41,Ammonoidea,nekton,305.35
184103,1,Missourian,Missourian,305.9,303.7,41,41,Ammonoidea,nekton,305.35
184359,2,Famennian,Famennian,372.2,358.9,35,35,Ammonoidea,nekton,365.2
185583,11,Asselian,Asselian,298.9,293.52,43,43,Ammonoidea,nekton,296.205
185585,4,Asselian,Asselian,298.9,293.52,43,43,Ammonoidea,nekton,296.205
186484,2,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
186485,2,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
186486,3,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
186488,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
186489,2,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
187037,6,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
187038,1,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187039,4,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187040,1,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187041,11,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187042,8,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187043,3,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187044,2,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187045,3,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187046,1,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187047,4,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187048,4,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187049,6,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187050,6,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187051,3,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187052,2,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187053,1,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187054,2,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187055,3,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187056,4,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187057,1,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187058,1,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187059,2,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187060,1,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187061,2,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187062,3,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187063,3,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
187064,11,Early Famennian,Early Famennian,372.2,368.5,35,35,Ammonoidea,nekton,365.2
188453,1,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
189319,6,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
189320,1,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
189346,31,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
189347,8,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
189348,10,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
189349,1,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
189350,5,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
189351,10,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
189352,1,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
189420,30,Late Givetian,Late Givetian,383.7,382.7,33,33,Ammonoidea,nekton,382.1
189673,3,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
189674,2,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
189675,2,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
189676,3,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
189770,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
189771,13,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189773,6,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189775,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189776,3,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189989,1,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
189990,2,Middle Famennian,Middle Famennian,368.5,365.3,35,35,Ammonoidea,nekton,365.2
189991,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189992,4,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189993,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189994,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189995,6,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189996,4,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189997,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189998,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
189999,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
190000,4,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
190001,3,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
190002,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
190003,1,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
190004,2,Late Famennian,Late Famennian,365.3,358.9,35,35,Ammonoidea,nekton,365.2
191375,4,Brigantian,Brigantian,336.3,330.9,37,37,Ammonoidea,nekton,338.535
191376,1,Brigantian,Brigantian,336.3,330.9,37,37,Ammonoidea,nekton,338.535
191377,1,Brigantian,Brigantian,336.3,330.9,37,37,Ammonoidea,nekton,338.535
191378,4,Brigantian,Brigantian,336.3,330.9,37,37,Ammonoidea,nekton,338.535
191379,2,Brigantian,Brigantian,336.3,330.9,37,37,Ammonoidea,nekton,338.535
191380,2,Brigantian,Brigantian,336.3,330.9,37,37,Ammonoidea,nekton,338.535
191381,7,Serpukhovian,Serpukhovian,330.9,323.2,38,38,Ammonoidea,nekton,326.87
191382,2,Serpukhovian,Serpukhovian,330.9,323.2,38,38,Ammonoidea,nekton,326.87
191383,1,Serpukhovian,Serpukhovian,330.9,323.2,38,38,Ammonoidea,nekton,326.87
191384,3,Serpukhovian,Serpukhovian,330.9,323.2,38,38,Ammonoidea,nekton,326.87
191385,1,Serpukhovian,Serpukhovian,330.9,323.2,38,38,Ammonoidea,nekton,326.87
191386,3,Serpukhovian,Serpukhovian,330.9,323.2,38,38,Ammonoidea,nekton,326.87
191387,1,Serpukhovian,Serpukhovian,330.9,323.2,38,38,Ammonoidea,nekton,326.87
195795,3,Moscovian,Moscovian,315.2,307,40,40,Ammonoidea,nekton,311.085
197088,2,Early Frasnian,Early Frasnian,382.7,379.3,34,34,Ammonoidea,nekton,375
204136,4,Asselian,Asselian,298.9,293.52,43,43,Ammonoidea,nekton,296.205
206737,9,Asbian,Asbian,340.2,336.3,37,37,Ammonoidea,nekton,338.535
208258,3,Pragian,Pragian,410.8,407.6,30,30,Ammonoidea,nekton,411.455
208259,3,Pragian,Pragian,410.8,407.6,30,30,Ammonoidea,nekton,411.455
208261,3,Pragian,Pragian,410.8,407.6,30,30,Ammonoidea,nekton,411.455
208263,4,Late Emsian,Late Emsian,398.3,393.3,31,31,Ammonoidea,nekton,402.405
209256,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
209257,3,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
209264,4,Eifelian,Eifelian,393.3,387.7,32,32,Ammonoidea,nekton,389.8
211363,1,Emsian,Emsian,407.6,393.3,31,31,Ammonoidea,nekton,402.405
211364,1,Emsian,Emsian,407.6,393.3,31,31,Ammonoidea,nekton,402.405
211365,1,Emsian,Emsian,407.6,393.3,31,31,Ammonoidea,nekton,402.405
211366,1,Emsian,Emsian,407.6,393.3,31,31,Ammonoidea,nekton,402.405
211904,7,Brigantian,Brigantian,336.3,330.9,37,37,Ammonoidea,nekton,338.535
211905,8,Visean,Visean,346.7,330.9,37,37,Ammonoidea,nekton,338.535
211906,3,Visean,Visean,346.7,330.9,37,37,Ammonoidea,nekton,338.535
211907,2,Visean,Visean,346.7,330.9,37,37,Ammonoidea,nekton,338.535
211909,3,Visean,Visean,346.7,330.9,37,37,Ammonoidea,nekton,338.535
211912,3,Visean,Visean,346.7,330.9,37,37,Ammonoidea,nekton,338.535
214599,10,Asselian,Asselian,298.9,293.52,43,43,Ammonoidea,nekton,296.205
215830,1,Asselian,Asselian,298.9,293.52,43,43,Ammonoidea,nekton,296.205
215842,2,Sakmarian,Sakmarian,293.52,290.1,44,44,Ammonoidea,nekton,292.015
215901,1,Asselian,Asselian,298.9,293.52,43,43,Ammonoidea,nekton,296.205
215908,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Ammonoidea,nekton,292.015
215913,1,Sakmarian,Sakmarian,293.52,290.1,44,44,Ammonoidea,nekton,292.015
216426,1,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
216615,1,Visean,Visean,346.7,330.9,37,37,Ammonoidea,nekton,338.535
216619,1,Desmoinesian,Desmoinesian,312.7,305.9,40,40,Ammonoidea,nekton,311.085
217022,1,Kasimovian,Kasimovian,307,303.7,41,41,Ammonoidea,nekton,305.35
217024,1,Kasimovian,Kasimovian,307,303.7,41,41,Ammonoidea,nekton,305.35
217081,2,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217082,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217083,2,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217084,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217085,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217087,4,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217140,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217141,1,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217142,2,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217143,4,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217145,3,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217147,3,Arnsbergian,Arnsbergian,327.4,324,38,38,Ammonoidea,nekton,326.87
217201,7,Sakmarian,Sakmarian,293.52,290.1,44,44,Ammonoidea,nekton,292.015
217432,3,Kasimovian,Kasimovian,307,303.7,41,41,Ammonoidea,nekton,305.35
218972,7,Hastarian,Hastarian,358.9,353.7,36,36,Ammonoidea,nekton,353.015
218974,5,Hastarian,Hastarian,358.9,353.7,36,36,Ammonoidea,nekton,353.015
220476,12,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
220477,7,Late Frasnian,Late Frasnian,375.4,372.2,34,34,Ammonoidea,nekton,375
